,Planet Name,Number of Stars,Number of Planets,Discovery Year,Controversial Flag,Orbital Period [days],Orbital Period Upper Unc. [days],Orbital Period Lower Unc. [days],Orbital Period Limit Flag,Orbit Semi-Major Axis [au],Orbit Semi-Major Axis Upper Unc. [au],Orbit Semi-Major Axis Lower Unc. [au],Orbit Semi-Major Axis Limit Flag,Planet Radius [Earth Radius],Planet Radius Upper Unc. [Earth Radius],Planet Radius Lower Unc. [Earth Radius],Planet Radius Limit Flag,Planet Radius [Jupiter Radius],Planet Radius Upper Unc. [Jupiter Radius],Planet Radius Lower Unc. [Jupiter Radius],Planet Radius Limit Flag,Planet Mass or Mass*sin(i) [Earth Mass],Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.,Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.,Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag,Planet Mass or Mass*sin(i) [Jupiter Mass],Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.,Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.,Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag,Planet Mass or Mass*sin(i) Provenance,Eccentricity,Eccentricity Upper Unc.,Eccentricity Lower Unc.,Eccentricity Limit Flag,Insolation Flux [Earth Flux],Insolation Flux Upper Unc. [Earth Flux],Insolation Flux Lower Unc. [Earth Flux],Insolation Flux Limit Flag,Equilibrium Temperature [K],Equilibrium Temperature Upper Unc. [K],Equilibrium Temperature Lower Unc. [K],Equilibrium Temperature Limit Flag,Data show Transit Timing Variations,Stellar Effective Temperature [K],Stellar Effective Temperature Upper Unc. [K],Stellar Effective Temperature Lower Unc. [K],Stellar Effective Temperature Limit Flag,Stellar Radius [Solar Radius],Stellar Radius Upper Unc. [Solar Radius],Stellar Radius Lower Unc. [Solar Radius],Stellar Radius Limit Flag,Stellar Mass [Solar mass],Stellar Mass Upper Unc. [Solar mass],Stellar Mass Lower Unc. [Solar mass],Stellar Mass Limit Flag,Stellar Metallicity [dex],Stellar Metallicity Upper Unc. [dex],Stellar Metallicity Lower Unc. [dex],Stellar Metallicity Limit Flag,Stellar Metallicity Ratio,Stellar Surface Gravity [log10(cm/s**2)],Stellar Surface Gravity Upper Unc. [log10(cm/s**2)],Stellar Surface Gravity Lower Unc. [log10(cm/s**2)],Stellar Surface Gravity Limit Flag,RA [deg],Dec [deg],Distance [pc],Distance [pc] Upper Unc,Distance [pc] Lower Unc,V (Johnson) Magnitude,V (Johnson) Magnitude Upper Unc,V (Johnson) Magnitude Lower Unc,Ks (2MASS) Magnitude,Ks (2MASS) Magnitude Upper Unc,Ks (2MASS) Magnitude Lower Unc,Gaia Magnitude,Gaia Magnitude Upper Unc,Gaia Magnitude Lower Unc
2955,Kepler-176 b,1,4,2014,0,5.433074,2.4e-05,-2.4e-05,0.0,0.058,0.003,-0.003,0.0,1.43,0.73,-0.73,0.0,0.128,0.065,-0.065,0.0,2.63,20.65895,-19.443815,0.0,0.00829,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,123.8,4.0,-3.85,0.0,841.0,21.0,-21.0,0.0,0,5232.0,200.0,-200.0,0.0,0.89,0.46,-0.46,0.0,0.79,0.06,-0.03,0.0,0.16,0.15,-0.15,0.0,1.0,4.47,0.3,-0.3,0.0,294.6679021,43.8532104,527.321,6.058,-5.925,14.767,0.126,-0.126,12.567,0.024,-0.024,14.5446,0.00036,-0.00036
2956,Kepler-176 c,1,4,2014,0,12.759712,3.3e-05,-3.3e-05,0.0,0.102,0.003,-0.003,0.0,2.6,1.33,-1.33,0.0,0.232,0.119,-0.119,0.0,23.0,13.5,-8.0,0.0,0.072,0.042,-0.025,0.0,4,0.0,0.05,-0.042,0.0,39.63,1.28,-1.23,0.0,633.0,21.0,-21.0,0.0,1,5232.0,200.0,-200.0,0.0,0.89,0.46,-0.46,0.0,0.79,0.06,-0.03,0.0,0.16,0.15,-0.15,0.0,1.0,4.47,0.3,-0.3,0.0,294.6679021,43.8532104,527.321,6.058,-5.925,14.767,0.126,-0.126,12.567,0.024,-0.024,14.5446,0.00036,-0.00036
2957,Kepler-176 d,1,4,2014,0,25.751974,0.000115,-0.000115,0.0,0.163,0.003,-0.003,0.0,2.51,1.32,-1.32,0.0,0.224,0.118,-0.118,0.0,15.2,10.4,-5.8,0.0,0.048,0.033,-0.018,0.0,4,0.0,0.05,-0.042,0.0,15.54,0.5,-0.48,0.0,501.0,21.0,-21.0,0.0,1,5232.0,200.0,-200.0,0.0,0.89,0.46,-0.46,0.0,0.79,0.06,-0.03,0.0,0.16,0.15,-0.15,0.0,1.0,4.47,0.3,-0.3,0.0,294.6679021,43.8532104,527.321,6.058,-5.925,14.767,0.126,-0.126,12.567,0.024,-0.024,14.5446,0.00036,-0.00036
2958,Kepler-176 e,1,4,2016,0,51.16579,0.0006432,-0.0006432,0.0,0.2494,0.003,-0.003,0.0,1.45,0.12,-0.15,0.0,0.129,0.011,-0.013,0.0,2.7,20.65895,-19.443815,0.0,0.00849,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,6.22,0.2,-0.19,0.0,398.0,21.0,-21.0,0.0,0,5295.0,75.86,-115.45,0.0,0.83,0.07,-0.05,0.0,0.87,0.04,-0.05,0.0,0.03,0.149,-0.171,0.0,1.0,4.55,0.04,-0.08,0.0,294.6679021,43.8532104,527.321,6.058,-5.925,14.767,0.126,-0.126,12.567,0.024,-0.024,14.5446,0.00036,-0.00036
2959,Kepler-1760 b,1,1,2021,0,38.3260994,0.0001,-0.0001,0.0,0.2084,0.003,-0.003,0.0,2.29,0.28,-0.22,0.0,0.204,0.025,-0.02,0.0,5.86,20.65895,-19.443815,0.0,0.0184,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,12.56,2.47,-2.92,0.0,480.0,21.0,-21.0,0.0,0,5229.0,78.0,-78.0,0.0,0.9,0.06,-0.09,0.0,0.82,0.06,-0.03,0.0,0.08,0.15,-0.15,0.0,1.0,4.44,0.11,-0.04,0.0,284.1326058,48.8251452,417.014,4.888,-4.824,14.472,0.137,-0.137,12.537,0.031,-0.031,14.3017,0.000643,-0.000643
2960,Kepler-1761 b,1,1,2021,0,4.04354,0.0001,-0.0001,0.0,0.0413,0.003,-0.003,0.0,1.391,0.28,-0.22,0.0,0.124,0.025,-0.02,0.0,2.51,20.65895,-19.443815,0.0,0.00791,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,33.34,8.66,-5.82,0.0,613.0,21.0,-21.0,0.0,0,3871.0,77.0,-84.0,0.0,0.53,0.04,-0.03,0.0,0.57,0.03,-0.04,0.0,0.07,0.15,-0.15,0.0,1.0,4.74,0.02,-0.05,0.0,284.1329728,49.1426325,221.186,1.133,-1.133,15.619,0.126,-0.126,11.791,0.024,-0.024,14.898,0.000375,-0.000375
2961,Kepler-1762 b,1,1,2021,0,29.53910065,0.0001,-0.0001,0.0,0.204,0.003,-0.003,0.0,2.76,0.28,-0.22,0.0,0.246,0.025,-0.02,0.0,8.05,20.65895,-19.443815,0.0,0.0253,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,61.49,55.58,-20.02,0.0,714.0,21.0,-21.0,0.0,0,6572.0,160.0,-251.0,0.0,1.24,0.39,-0.14,0.0,1.3,0.16,-0.2,0.0,0.07,0.2,-0.35,0.0,1.0,4.37,0.07,-0.21,0.0,290.4931471,39.7855117,1663.74,87.74,-79.51,15.239,0.149,-0.149,13.874,0.048,-0.048,15.083,0.000351,-0.000351
2962,Kepler-1763 b,1,1,2021,0,1.48028004,0.0001,-0.0001,0.0,0.0257,0.003,-0.003,0.0,1.147,0.28,-0.22,0.0,0.102,0.025,-0.02,0.0,1.59,20.65895,-19.443815,0.0,0.00499,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,2597.27,1222.93,-855.6,0.0,1822.0,21.0,-21.0,0.0,0,5897.0,105.0,-117.0,0.0,1.26,0.2,-0.22,0.0,1.03,0.09,-0.07,0.0,0.02,0.15,-0.15,0.0,1.0,4.25,0.16,-0.1,0.0,294.1130368,40.3628861,756.486,9.7675,-9.7675,13.634,0.08,-0.08,12.134,0.021,-0.021,13.5105,0.000273,-0.000273
2963,Kepler-1764 b,1,1,2021,0,70.46829987,0.0001,-0.0001,0.0,0.3512,0.003,-0.003,0.0,4.555,0.28,-0.22,0.0,0.406,0.025,-0.02,0.0,18.8,20.65895,-19.443815,0.0,0.0593,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,16.17,14.92,-4.98,0.0,511.0,21.0,-21.0,0.0,0,6461.0,158.0,-225.0,0.0,1.13,0.36,-0.12,0.0,1.16,0.16,-0.16,0.0,-0.14,0.25,-0.3,0.0,1.0,4.4,0.07,-0.2,0.0,293.8799047,41.3938374,1542.48,61.7,-61.7,14.91,0.286,-0.286,13.449,0.04,-0.04,14.7454,0.000321,-0.000321
2964,Kepler-1765 b,1,1,2021,0,10.41889954,0.0001,-0.0001,0.0,0.0917,0.003,-0.003,0.0,2.495,0.28,-0.22,0.0,0.223,0.025,-0.02,0.0,6.78,20.65895,-19.443815,0.0,0.0213,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,126.48,111.61,-51.22,0.0,855.0,21.0,-21.0,0.0,0,5692.0,173.0,-173.0,0.0,1.06,0.31,-0.19,0.0,0.95,0.12,-0.09,0.0,0.04,0.25,-0.3,0.0,1.0,4.36,0.13,-0.2,0.0,298.0144601,42.9574314,764.456,13.423,-12.975,15.04,0.046,-0.046,13.127,0.027,-0.027,14.8213,0.000623,-0.000623
2965,Kepler-1766 b,1,1,2021,0,105.0149994,0.0001,-0.0001,0.0,0.4229,0.003,-0.003,0.0,2.279,0.28,-0.22,0.0,0.203,0.025,-0.02,0.0,5.81,20.65895,-19.443815,0.0,0.0183,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,6.44,2.52,-1.88,0.0,406.0,21.0,-21.0,0.0,0,5868.0,105.0,-117.0,0.0,1.04,0.14,-0.13,0.0,0.92,0.07,-0.06,0.0,-0.22,0.15,-0.15,0.0,1.0,4.36,0.12,-0.1,0.0,294.2772343,46.6752351,501.229,4.946,-4.852,12.96,0.069,-0.069,11.475,0.017,-0.017,12.8705,0.000233,-0.000233
2966,Kepler-1767 b,1,1,2021,0,59.65829849,0.0001,-0.0001,0.0,0.2873,0.003,-0.003,0.0,3.013,0.28,-0.22,0.0,0.269,0.025,-0.02,0.0,9.34,20.65895,-19.443815,0.0,0.0294,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,5.66,1.41,-0.81,0.0,393.0,21.0,-21.0,0.0,0,5243.0,84.0,-73.0,0.0,0.83,0.07,-0.04,0.0,0.89,0.04,-0.05,0.0,0.14,0.15,-0.15,0.0,1.0,4.55,0.03,-0.08,0.0,293.6441248,46.9896696,820.506,19.941,-19.941,16.206,0.16,-0.16,13.792,0.045,-0.045,15.7151,0.000457,-0.000457
2967,Kepler-1768 b,1,1,2021,0,15.13589954,0.0001,-0.0001,0.0,0.1286,0.003,-0.003,0.0,2.233,0.28,-0.22,0.0,0.199,0.025,-0.02,0.0,5.62,20.65895,-19.443815,0.0,0.0177,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,179.16,159.28,-102.35,0.0,933.0,21.0,-21.0,0.0,0,6050.0,190.0,-232.0,0.0,1.57,0.46,-0.46,0.0,1.24,0.17,-0.23,0.0,0.14,0.2,-0.3,0.0,1.0,4.14,0.25,-0.17,0.0,299.9572335,44.7718851,632.766,5.956,-5.849,13.565,0.069,-0.069,11.932,0.023,-0.023,13.4376,0.000191,-0.000191
2968,Kepler-1769 b,1,1,2021,0,89.1934967,0.0001,-0.0001,0.0,0.3987,0.003,-0.003,0.0,4.465,0.28,-0.22,0.0,0.398,0.025,-0.02,0.0,18.2,20.65895,-19.443815,0.0,0.0573,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,12.83,6.63,-4.61,0.0,483.0,21.0,-21.0,0.0,0,6071.0,134.0,-134.0,0.0,1.3,0.23,-0.21,0.0,1.06,0.11,-0.07,0.0,-0.06,0.15,-0.15,0.0,1.0,4.24,0.14,-0.12,0.0,294.7433755,43.4611633,438.412,4.5,-4.412,12.487,0.15,-0.15,11.264,0.023,-0.023,12.445,0.000165,-0.000165
2969,Kepler-177 b,1,2,2013,0,36.8601,0.0015,-0.0014,0.0,0.2184,0.003,-0.003,0.0,3.5,0.19,-0.15,0.0,0.312,0.017,-0.013,0.0,5.84,0.86,-0.82,0.0,0.01837,0.00271,-0.00258,0.0,4,0.0,0.05,-0.042,0.0,30.4,4.0,-4.0,0.0,549.0,21.0,-21.0,0.0,1,5732.0,60.0,-60.0,0.0,1.32,0.05,-0.05,0.0,0.92,0.03,-0.02,0.0,-0.11,0.04,-0.04,0.0,1.0,4.1,0.1,-0.1,0.0,286.0471442,45.0532038,1435.44,42.1,-39.81,15.171,0.149,-0.149,13.421,0.04,-0.04,14.9414,0.000319,-0.000319
2970,Kepler-177 c,1,2,2013,0,49.40926,0.00078,-0.00077,0.0,0.2655,0.003,-0.003,0.0,8.73,0.36,-0.34,0.0,0.779,0.032,-0.03,0.0,14.7,2.7,-2.5,0.0,0.04625,0.0085,-0.00787,0.0,4,0.0,0.05,-0.042,0.0,25.4,1.6,-1.6,0.0,497.0,21.0,-21.0,0.0,1,5732.0,60.0,-60.0,0.0,1.32,0.05,-0.05,0.0,0.92,0.03,-0.02,0.0,-0.11,0.04,-0.04,0.0,1.0,4.1,0.1,-0.1,0.0,286.0471442,45.0532038,1435.44,42.1,-39.81,15.171,0.149,-0.149,13.421,0.04,-0.04,14.9414,0.000319,-0.000319
2971,Kepler-1770 b,1,1,2021,0,16.84189987,0.0001,-0.0001,0.0,0.1261,0.003,-0.003,0.0,2.841,0.28,-0.22,0.0,0.253,0.025,-0.02,0.0,8.45,20.65895,-19.443815,0.0,0.0266,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,56.43,45.32,-19.31,0.0,699.0,21.0,-21.0,0.0,0,5602.0,166.0,-150.0,0.0,1.01,0.27,-0.15,0.0,0.94,0.1,-0.09,0.0,0.1,0.25,-0.3,0.0,1.0,4.4,0.12,-0.19,0.0,299.2502851,43.4103663,582.942,5.861,-5.748,14.418,0.092,-0.092,12.577,0.031,-0.031,14.2972,0.000471,-0.000471
2972,Kepler-1771 b,1,1,2021,0,88.64399719,0.0001,-0.0001,0.0,0.3815,0.003,-0.003,0.0,4.055,0.28,-0.22,0.0,0.362,0.025,-0.02,0.0,15.5,20.65895,-19.443815,0.0,0.0487,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,5.51,2.08,-1.18,0.0,391.0,21.0,-21.0,0.0,0,5661.0,101.0,-112.0,0.0,0.93,0.12,-0.07,0.0,0.94,0.06,-0.06,0.0,0.0,0.15,-0.15,0.0,1.0,4.47,0.06,-0.11,0.0,292.0134714,49.0191267,565.752,4.888,-4.824,13.802,0.126,-0.126,12.152,0.026,-0.026,13.7005,0.000386,-0.000386
2973,Kepler-1772 b,1,1,2021,0,3.21509004,0.0001,-0.0001,0.0,0.0418,0.003,-0.003,0.0,2.686,0.28,-0.22,0.0,0.24,0.025,-0.02,0.0,7.68,20.65895,-19.443815,0.0,0.0242,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,421.21,151.7,-87.25,0.0,1155.0,21.0,-21.0,0.0,0,5541.0,100.0,-111.0,0.0,0.93,0.12,-0.07,0.0,0.94,0.05,-0.06,0.0,0.12,0.15,-0.15,0.0,1.0,4.47,0.06,-0.1,0.0,289.4381201,39.2703594,871.564,12.502,-12.16,13.546,0.092,-0.092,11.75,0.018,-0.018,13.3948,0.000248,-0.000248
2974,Kepler-1773 b,1,1,2021,0,40.80970001,0.0001,-0.0001,0.0,0.2489,0.003,-0.003,0.0,3.505,0.28,-0.22,0.0,0.313,0.025,-0.02,0.0,12.1,20.65895,-19.443815,0.0,0.038,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,31.05,15.75,-8.94,0.0,623.0,21.0,-21.0,0.0,0,6183.0,110.0,-134.0,0.0,1.3,0.22,-0.13,0.0,1.24,0.09,-0.09,0.0,0.26,0.15,-0.15,0.0,1.0,4.3,0.07,-0.11,0.0,286.2232284,38.2581676,681.255,9.84,-9.568,13.085,0.092,-0.092,11.692,0.02,-0.02,12.9455,0.000351,-0.000351
2975,Kepler-1774 b,1,1,2021,0,59.77080154,0.0001,-0.0001,0.0,0.3096,0.003,-0.003,0.0,3.182,0.28,-0.22,0.0,0.284,0.025,-0.02,0.0,10.2,20.65895,-19.443815,0.0,0.0322,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,17.53,17.71,-6.19,0.0,522.0,21.0,-21.0,0.0,0,6214.0,173.0,-217.0,0.0,1.12,0.38,-0.15,0.0,1.1,0.17,-0.13,0.0,-0.02,0.25,-0.3,0.0,1.0,4.38,0.09,-0.22,0.0,288.5743991,40.9886069,816.592,11.812,-11.812,14.02,0.103,-0.103,12.505,0.024,-0.024,13.8899,0.000238,-0.000238
2976,Kepler-1775 b,1,1,2021,0,85.65399933,0.0001,-0.0001,0.0,0.3986,0.003,-0.003,0.0,3.648,0.28,-0.22,0.0,0.325,0.025,-0.02,0.0,12.9,20.65895,-19.443815,0.0,0.0406,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,8.08,8.96,-2.14,0.0,522.0,21.0,-21.0,0.0,0,5818.0,69.0,-86.0,0.0,1.65,0.25,-0.38,0.0,1.15,0.13,-0.11,0.0,0.24,0.15,-0.1,0.0,1.0,4.07,0.2,-0.08,0.0,286.4023452,38.7385674,657.023,6.088,-5.978,13.429,0.114,-0.114,12.005,0.033,-0.033,13.2765,0.000211,-0.000211
2977,Kepler-1776 b,1,1,2021,0,35.01190186,0.0001,-0.0001,0.0,0.2124,0.003,-0.003,0.0,2.612,0.28,-0.22,0.0,0.233,0.025,-0.02,0.0,7.33,20.65895,-19.443815,0.0,0.023,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,31.35,12.92,-8.2,0.0,603.0,21.0,-21.0,0.0,0,5872.0,70.0,-79.0,0.0,1.15,0.18,-0.14,0.0,1.04,0.08,-0.06,0.0,0.1,0.15,-0.15,0.0,1.0,4.33,0.1,-0.12,0.0,291.5344017,47.0424958,690.336,6.7705,-6.7705,13.68,0.092,-0.092,12.259,0.02,-0.02,13.5571,0.000245,-0.000245
2978,Kepler-1777 b,1,1,2021,0,12.18420029,0.0001,-0.0001,0.0,0.1031,0.003,-0.003,0.0,2.132,0.28,-0.22,0.0,0.19,0.025,-0.02,0.0,5.19,20.65895,-19.443815,0.0,0.0163,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,106.52,44.98,-29.08,0.0,819.0,21.0,-21.0,0.0,0,5771.0,104.0,-115.0,0.0,1.07,0.16,-0.12,0.0,0.98,0.07,-0.07,0.0,0.06,0.15,-0.15,0.0,1.0,4.37,0.11,-0.11,0.0,290.3286455,37.7231188,619.146,6.1395,-6.1395,14.112,0.092,-0.092,12.528,0.024,-0.024,13.9541,0.000321,-0.000321
2979,Kepler-1778 b,1,1,2021,0,10.08740044,0.0001,-0.0001,0.0,0.0956,0.003,-0.003,0.0,3.017,0.28,-0.22,0.0,0.269,0.025,-0.02,0.0,9.36,20.65895,-19.443815,0.0,0.0294,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,186.14,155.73,-60.51,0.0,942.0,21.0,-21.0,0.0,0,6310.0,168.0,-205.0,0.0,1.09,0.31,-0.13,0.0,1.14,0.16,-0.16,0.0,-0.06,0.25,-0.3,0.0,1.0,4.42,0.07,-0.2,0.0,287.3612976,43.7388,1276.29,49.77,-46.23,15.273,0.035,-0.035,13.731,0.039,-0.039,15.0421,0.00039,-0.00039
2980,Kepler-1779 b,1,1,2021,0,16.34359932,0.0001,-0.0001,0.0,0.1264,0.003,-0.003,0.0,3.033,0.28,-0.22,0.0,0.271,0.025,-0.02,0.0,9.44,20.65895,-19.443815,0.0,0.0297,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,67.34,27.0,-14.74,0.0,730.0,21.0,-21.0,0.0,0,5730.0,77.0,-86.0,0.0,1.06,0.16,-0.09,0.0,1.01,0.06,-0.06,0.0,0.16,0.15,-0.15,0.0,1.0,4.39,0.08,-0.12,0.0,300.4174607,45.6054854,908.501,25.537,-24.201,15.132,0.217,-0.217,13.251,0.04,-0.04,14.9927,0.000479,-0.000479
2981,Kepler-178 b,1,3,2014,0,9.576694,2.1e-05,-2.1e-05,0.0,0.085,0.003,-0.003,0.0,2.9,1.25,-1.25,0.0,0.259,0.112,-0.112,0.0,8.75,20.65895,-19.443815,0.0,0.0275,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,84.57,3.09,-2.97,0.0,846.0,21.0,-21.0,0.0,0,5676.0,200.0,-200.0,0.0,1.07,0.45,-0.45,0.0,0.94,0.04,-0.04,0.0,0.18,0.15,-0.1,0.0,1.0,4.33,0.3,-0.3,0.0,287.1010275,46.8964033,716.025,10.369,-10.082,14.876,0.195,-0.195,12.899,0.024,-0.024,14.5782,0.000273,-0.000273
2982,Kepler-178 c,1,3,2014,0,20.552802,6.6e-05,-6.6e-05,0.0,0.142,0.003,-0.003,0.0,2.88,1.23,-1.23,0.0,0.257,0.11,-0.11,0.0,8.65,20.65895,-19.443815,0.0,0.0272,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,30.55,1.11,-1.07,0.0,656.0,21.0,-21.0,0.0,0,5676.0,200.0,-200.0,0.0,1.07,0.45,-0.45,0.0,0.94,0.04,-0.04,0.0,0.18,0.15,-0.1,0.0,1.0,4.33,0.3,-0.3,0.0,287.1010275,46.8964033,716.025,10.369,-10.082,14.876,0.195,-0.195,12.899,0.024,-0.024,14.5782,0.000273,-0.000273
2983,Kepler-178 d,1,3,2014,0,96.678988,0.000702,-0.000702,0.0,0.397,0.003,-0.003,0.0,3.95,1.7,-1.7,0.0,0.352,0.152,-0.152,0.0,14.8,20.65895,-19.443815,0.0,0.0465,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,3.87,0.14,-0.14,0.0,392.0,21.0,-21.0,0.0,1,5676.0,200.0,-200.0,0.0,1.07,0.45,-0.45,0.0,0.94,0.04,-0.04,0.0,0.18,0.15,-0.1,0.0,1.0,4.33,0.3,-0.3,0.0,287.1010275,46.8964033,716.025,10.369,-10.082,14.876,0.195,-0.195,12.899,0.024,-0.024,14.5782,0.000273,-0.000273
2984,Kepler-1780 b,1,1,2021,0,109.4449997,0.0001,-0.0001,0.0,0.4276,0.003,-0.003,0.0,3.606,0.28,-0.22,0.0,0.322,0.025,-0.02,0.0,12.7,20.65895,-19.443815,0.0,0.0399,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,3.14,0.91,-0.61,0.0,340.0,21.0,-21.0,0.0,0,5403.0,107.0,-107.0,0.0,0.87,0.08,-0.06,0.0,0.87,0.05,-0.05,0.0,0.0,0.15,-0.15,0.0,1.0,4.5,0.06,-0.07,0.0,294.0839282,42.8095104,790.516,14.6085,-14.6085,14.907,0.126,-0.126,13.197,0.033,-0.033,14.9304,0.000315,-0.000315
2985,Kepler-1781 b,1,1,2021,0,4.88752985,0.0001,-0.0001,0.0,0.0574,0.003,-0.003,0.0,2.381,0.28,-0.22,0.0,0.212,0.025,-0.02,0.0,6.26,20.65895,-19.443815,0.0,0.0197,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,239.11,179.51,-63.03,0.0,1003.0,21.0,-21.0,0.0,0,5568.0,166.0,-183.0,0.0,0.96,0.24,-0.08,0.0,1.05,0.08,-0.12,0.0,0.44,0.05,-0.3,0.0,1.0,4.5,0.04,-0.19,0.0,291.7114906,42.3415097,962.63,34.958,-32.63,15.713,0.069,-0.069,14.018,0.072,-0.072,15.7348,0.000645,-0.000645
2986,Kepler-1782 b,1,1,2021,0,5.75622988,0.0001,-0.0001,0.0,0.0582,0.003,-0.003,0.0,2.229,0.28,-0.22,0.0,0.199,0.025,-0.02,0.0,5.6,20.65895,-19.443815,0.0,0.0176,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,84.16,19.19,-12.71,0.0,773.0,21.0,-21.0,0.0,0,4931.0,98.0,-98.0,0.0,0.73,0.05,-0.03,0.0,0.79,0.04,-0.05,0.0,0.0,0.15,-0.15,0.0,1.0,4.61,0.02,-0.05,0.0,280.926162,44.0878036,305.792,1.39,-1.377,13.875,0.08,-0.08,11.576,0.016,-0.016,13.7041,0.000428,-0.000428
2987,Kepler-1783 b,1,1,2021,0,8.27744007,0.0001,-0.0001,0.0,0.077,0.003,-0.003,0.0,1.319,0.28,-0.22,0.0,0.118,0.025,-0.02,0.0,2.3,20.65895,-19.443815,0.0,0.00723,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,331.35,518.86,-289.3,0.0,1088.0,21.0,-21.0,0.0,0,5129.0,153.0,-138.0,0.0,1.78,0.91,-1.11,0.0,0.89,0.12,-0.16,0.0,-0.16,0.3,-0.3,0.0,1.0,3.88,0.71,-0.3,0.0,297.0210984,41.3771655,264.078,1.232,-1.22,13.309,0.08,-0.08,11.124,0.019,-0.019,13.0982,0.000764,-0.000764
2988,Kepler-1784 b,1,1,2021,0,13.59049988,0.0001,-0.0001,0.0,0.1072,0.003,-0.003,0.0,2.799,0.28,-0.22,0.0,0.25,0.025,-0.02,0.0,8.24,20.65895,-19.443815,0.0,0.0259,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,64.8,50.06,-22.05,0.0,724.0,21.0,-21.0,0.0,0,5442.0,164.0,-164.0,0.0,0.97,0.25,-0.13,0.0,0.89,0.1,-0.07,0.0,0.1,0.25,-0.3,0.0,1.0,4.41,0.14,-0.18,0.0,297.9541684,44.6674491,883.045,21.309,-20.344,15.423,0.137,-0.137,13.244,0.029,-0.029,15.1562,0.000436,-0.000436
2989,Kepler-1785 b,1,1,2021,0,19.58550072,0.0001,-0.0001,0.0,0.1379,0.003,-0.003,0.0,2.704,0.28,-0.22,0.0,0.241,0.025,-0.02,0.0,7.77,20.65895,-19.443815,0.0,0.0245,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,46.51,18.16,-12.21,0.0,666.0,21.0,-21.0,0.0,0,5618.0,112.0,-101.0,0.0,1.0,0.13,-0.11,0.0,0.91,0.07,-0.05,0.0,0.0,0.15,-0.15,0.0,1.0,4.4,0.1,-0.1,0.0,295.7921797,47.6000699,745.74,10.685,-10.393,14.245,0.195,-0.195,12.66,0.023,-0.023,14.1632,0.000264,-0.000264
2990,Kepler-1786 b,1,1,2021,0,78.5460968,0.0001,-0.0001,0.0,0.3659,0.003,-0.003,0.0,3.163,0.28,-0.22,0.0,0.282,0.025,-0.02,0.0,10.1,20.65895,-19.443815,0.0,0.0319,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,14.85,6.34,-5.44,0.0,501.0,21.0,-21.0,0.0,0,5808.0,78.0,-78.0,0.0,1.4,0.23,-0.25,0.0,1.06,0.11,-0.07,0.0,0.14,0.15,-0.15,0.0,1.0,4.17,0.16,-0.11,0.0,292.5877743,38.5219827,863.909,13.303,-13.303,14.088,0.115,-0.115,12.627,0.04,-0.04,14.0789,0.000225,-0.000225
