Planet Name
Kepler-1535 b
Kepler-1652 b
Kepler-265 d
TOI-2081 b
HD 8535 b
Kepler-772 b
Qatar-3 b
BD+48 738 b
Kepler-57 b
Kepler-417 b
MOA-2010-BLG-117L b
Wolf 1061 d
K2-62 c
TOI-1333 b
Kepler-1658 b
Kepler-1190 b
EPIC 212624936 b
Kepler-1397 b
Kepler-1468 b
Kepler-393 b
Kepler-300 b
Kepler-1498 b
Kepler-68 d
HD 16417 b
Kepler-1829 b
MOA-2007-BLG-192L b
HD 66141 b
Kepler-637 b
K2-161 b
WASP-78 b
BD-17 63 b
KPS-1 b
Kepler-399 d
K2-84 b
HD 176986 b
Kepler-267 d
HD 37605 b
Kepler-154 d
HD 95089 c
Kepler-407 b
Kepler-1491 c
HD 74698 c
HIP 5158 c
Kepler-255 d
Kepler-9 b
TOI-700 e
Kepler-224 d
HD 35759 b
Kepler-563 b
Kepler-254 b
Kepler-155 b
K2-316 c
WASP-121 b
KMT-2016-BLG-2605L b
Kepler-484 b
rho CrB b
Kepler-670 b
Kepler-902 b
HATS-61 b
XO-2 S c
HD 6860 b
Kepler-1518 b
Kepler-409 b
HD 150010 b
K2-28 b
Kepler-197 b
NSVS 14256825 b
Kepler-636 b
Kepler-395 c
Kepler-709 b
Kepler-722 b
HD 145457 b
HD 155918 b
HIP 57274 d
Kepler-271 b
HD 104067 b
K2-32 e
Kepler-351 b
TOI-270 d
Kepler-626 b
K2-219 c
Kepler-1823 b
Kepler-801 b
Kepler-662 b
mu2 Sco b
Kepler-20 c
Kepler-1977 b
Kepler-1893 b
Kepler-1477 b
OGLE-2014-BLG-0124L b
BD+14 4559 b
MOA-2010-BLG-328L b
Kepler-342 e
HD 213472 b
Kepler-1964 b
HD 56957 b
HD 167042 b
Kepler-392 c
Kepler-1513 b
WASP-4 b
K2-381 d
K2-38 c
Kepler-1361 b
Kepler-62 c
Kepler-976 b
gam Psc b
OGLE-2018-BLG-1700L b
Kepler-1866 b
TOI-451 d
Kepler-495 b
TYC 8998-760-1 b
Kepler-1936 b
Kepler-1741 b
OGLE-2014-BLG-1722L b
Kepler-533 b
Kepler-1496 b
K2-168 b
Kepler-768 b
K2-179 b
HD 95872 b
K2-184 b
KMT-2018-BLG-1990L b
KELT-7 b
K2-228 b
Kepler-728 b
61 Vir d
Kepler-84 b
Kepler-1304 b
Kepler-400 c
Kepler-212 b
Kepler-1313 b
Kepler-18 b
Kepler-12 b
Kepler-415 c
TOI-561 d
Kepler-1928 b
Kepler-249 d
HR 810 b
HAT-P-4 b
Kepler-247 c
Kepler-1145 b
Kepler-1555 b
Kepler-31 d
Kepler-374 d
K2-395 c
Kepler-836 b
K2-203 b
Kepler-851 b
Kepler-1957 b
K2-388 b
Kepler-74 b
HD 93385 b
Kepler-164 c
K2-403 b
Kepler-784 c
HAT-P-61 b
Kepler-1835 b
Kepler-980 b
KOI-94 b
K2-149 b
KMT-2016-BLG-2397L b
HD 190647 b
HD 102117 b
EPIC 201841433 b
HD 191806 b
HAT-P-17 b
BD+15 2375 b
HD 164922 e
TOI-1246 e
Kepler-167 d
Kepler-1377 b
WASP-147 b
Kepler-389 b
OGLE-TR-111 b
WASP-60 b
Kepler-327 c
Kepler-154 b
HATS-31 b
Kepler-542 b
HD 37124 d
Kepler-322 c
HD 219134 g
Kepler-1350 b
Kepler-1452 b
K2-141 b
Kepler-1334 b
Kepler-808 b
91 Aqr b
Kepler-1665 b
Kepler-5 b
Kepler-231 b
Kepler-181 b
Kepler-229 c
GJ 9827 c
TOI-1431 b
2M0437 b
HD 154088 b
HD 93351 b
Kepler-204 c
Kepler-1542 e
Kepler-1014 b
Kepler-1417 b
K2-226 b
Kepler-1689 b
Kepler-1322 b
Kepler-1141 b
HD 4113 b
Kepler-1785 b
HD 28678 b
Kepler-1708 b
Kepler-1809 b
Kepler-1802 c
Kepler-38 b
Kepler-221 b
Kepler-1059 b
Kepler-1154 c
Kepler-930 b
Kepler-130 b
Kepler-349 c
HD 171238 b
GJ 9827 d
K2-201 c
K2-243 c
Kepler-153 b
Kepler-1695 b
HD 23127 b
Kepler-939 b
HD 164604 b
TOI-700 d
OGLE-2019-BLG-0468L c
Kepler-1619 b
K2-352 c
Kepler-769 c
HD 204313 b
Kepler-712 b
K2-148 b
TOI-1266 c
HD 210277 b
Kepler-224 c
HD 36384 b
Kepler-558 b
Kepler-561 c
Kepler-285 b
2MASS J22362452+4751425 b
K2-368 b
K2-384 f
HD 106515 A b
Kepler-1922 b
Kepler-802 b
K2-14 b
Kepler-1806 b
Kepler-715 b
Kepler-1969 b
Kepler-451 d
Kepler-66 b
Kepler-1663 b
HD 158259 f
HD 72659 c
Kepler-197 c
K2-342 b
Kepler-865 b
HD 16175 b
HD 38529 b
Kepler-204 b
Kepler-1349 b
HD 65216 c
K2-129 b
TOI-4184 b
K2-392 b
Kepler-1050 c
K2-114 b
Kepler-412 b
WASP-176 b
Kepler-454 b
Kepler-1042 b
Kepler-679 b
HAT-P-35 b
Kepler-941 b
HD 33142 d
HD 133131 A c
Kepler-1634 b
NGC 2682 YBP 401 b
WASP-171 b
WASP-183 b
Kepler-829 b
Kepler-270 b
Kepler-598 c
Kepler-332 d
Kepler-203 c
HD 80913 b
Kepler-1312 c
Kepler-1993 b
HD 96167 b
CoRoT-12 b
K2-261 b
HD 109988 b
K2-165 c
TOI-1759 b
Kepler-1575 b
Kepler-355 c
HD 39194 c
DMPP-4 b
K2-154 c
Kepler-663 b
Kepler-82 e
Kepler-374 c
HD 219134 h
Kepler-1636 b
Kepler-988 b
K2-150 b
GSC 06214-00210 b
K2-382 b
Kepler-1366 b
Kepler-805 b
K2-12 b
Kepler-275 d
MOA-2020-BLG-135L b
Kepler-1985 b
Kepler-1396 b
Kepler-145 c
WASP-160 B b
HIP 56640 b
Kepler-93 c
HD 98736 b
Kepler-234 b
GJ 3138 d
MOA-2011-BLG-262L b
Kepler-345 c
HIP 48714 b
Kepler-1260 b
Kepler-1595 b
GJ 676 A b
HD 106270 b
HD 43197 c
HIP 35173 b
TOI-216.01
HD 38283 b
TOI-640 b
Kepler-549 b
Kepler-402 d
Kepler-1441 b
Kepler-929 b
HD 50499 c
Kepler-1167 b
Kepler-871 b
Kepler-553 c
GJ 682 c
HD 45652 b
K2-119 b
kap And b
HD 30177 c
Kepler-375 b
Kepler-1008 b
Kepler-397 b
HIP 94235 b
HD 141937 b
Kepler-442 b
K2-69 b
K2-171 b
Kepler-85 d
KMT-2018-BLG-2602L b
K2-318 b
K2-38 b
Kepler-298 d
Kepler-131 c
Kepler-1203 b
Kepler-20 e
Kepler-1065 c
gam Lib b
Kepler-102 d
Kepler-1927 b
Kepler-1939 b
K2-111 b
Kepler-1053 b
Ross 508 b
HD 127506 b
Kepler-1314 b
Kepler-955 b
WASP-88 b
K2-415 b
KELT-8 b
Kepler-223 d
OGLE-2013-BLG-0102L b
HIP 97233 b
Kepler-849 b
HD 213885 c
Kepler-910 b
KIC 10001893 b
K2-355 b
Kepler-1047 c
Kepler-1519 b
GJ 667 C b
HD 145377 b
Kepler-1856 b
Kepler-263 c
Kepler-1296 b
OGLE-2016-BLG-1067L b
Kepler-1767 b
GJ 9689 b
Kepler-727 b
HD 100546 b
K2-207 b
K2-225 b
Kepler-1082 b
Kepler-975 c
Kepler-739 b
Kepler-53 c
Kepler-1129 c
55 Cnc b
Kepler-1078 b
TOI-150.01
Kepler-1958 b
HD 207832 b
DP Leo b
Kepler-55 c
Kepler-1058 b
WASP-71 b
HD 108236 f
Kepler-418 c
MOA-2020-BLG-208L b
HAT-P-69 b
KMT-2019-BLG-0414L b
K2-266 d
Kepler-1318 b
Kepler-436 c
Kepler-1833 b
Kepler-1701 b
Kepler-130 d
HAT-P-63 b
Kepler-454 d
Kepler-1327 b
NGC 2682 Sand 978 b
HD 25912 c
WASP-123 b
Kepler-773 b
Kepler-925 b
Kepler-164 d
Kepler-1153 b
Kepler-305 d
Kepler-905 b
TOI-1728 b
Kepler-968 b
Kepler-1098 b
Kepler-317 c
HD 113337 b
Kepler-210 b
WASP-35 b
WASP-18 c
HD 147018 c
HIP 81208 C b
GJ 1148 b
K2-174 b
Kepler-401 c
PSR B1620-26 b
KELT-6 c
Kepler-1778 b
K2-2016-BLG-0005L b
Kepler-581 b
WASP-41 b
K2-270 c
Kepler-1725 b
Kepler-1935 b
HIP 91258 b
Kepler-139 c
Kepler-339 c
HD 13908 c
Kepler-564 b
K2-44 b
Kepler-516 b
Kepler-1193 b
HD 28185 b
Kepler-1478 b
TOI-2803 A b
Kepler-796 b
PDS 70 b
Kepler-56 c
Kepler-168 b
HATS-29 b
Kepler-11 c
TrES-1 b
Kepler-1036 b
EPIC 212587672 c
K2-72 d
Kepler-1721 b
TOI-1227 b
HD 221287 b
HAT-P-42 b
HIP 35965 b
TOI-451 b
Kepler-1148 b
HATS-65 b
XO-1 b
HD 180617 b
K2-63 c
Kepler-1770 b
Kepler-349 b
kap CrB b
Kepler-1730 b
Gl 378 b
Kepler-25 b
HD 116029 b
HD 153557 c
Kepler-380 c
USco1556 b
Kepler-1044 b
Kepler-331 b
GQ Lup b
Kepler-1297 b
HD 159868 c
Kepler-1311 d
Kepler-343 c
Kepler-385 b
Kepler-100 b
HD 158259 c
Kepler-250 c
HD 179079 b
Kepler-322 b
Kepler-196 b
Kepler-446 d
HIP 78530 b
OGLE-2018-BLG-0740L b
Kepler-62 f
OGLE2-TR-L9 b
Kepler-528 b
Kepler-1143 b
Kepler-1858 b
Kepler-184 c
Kepler-1811 b
HD 30669 b
2MASS J01225093-2439505 b
HD 216520 c
Kepler-370 c
HD 20003 b
Kepler-1942 b
HD 109833 b
TOI-1130 b
HATS-34 b
Kepler-575 b
nu Oph c
Wendelstein-1 b
OGLE-2006-BLG-284L A b
GJ 251 b
Kepler-431 d
HATS-9 b
Kepler-1088 b
Kepler-1365 c
GJ 414 A b
CoRoT-4 b
TOI-1634 b
HD 70573 b
WASP-85 A b
KMT-2021-BLG-1554L b
K2-45 b
HR 858 b
HD 165131 b
Kepler-255 b
HD 117618 b
K2-201 b
Kepler-1248 b
Kepler-67 b
Kepler-1900 b
Kepler-1656 b
WASP-107 c
Kepler-10 c
HD 1461 c
WASP-138 b
HAT-P-11 c
WASP-46 b
TOI-5678 b
K2-13 b
HATS-50 b
Kepler-554 b
CoRoT-3 b
Kepler-1824 b
EPIC 206024342 b
Kepler-117 b
Kepler-517 b
CoRoT-17 b
Kepler-173 b
Kepler-1976 b
Kepler-1225 b
Kepler-1923 b
TOI-4860 b
Kepler-357 d
Kepler-1165 b
Kepler-1517 b
Kepler-1016 b
K2-87 b
Kepler-478 b
Kepler-125 b
11 UMi b
Kepler-451 c
TOI-2096 b
YSES 2 b
Kepler-1017 b
HD 25015 b
MOA-2012-BLG-006L b
Kepler-1579 b
Kepler-355 b
NGTS-9 b
HD 7199 b
Kepler-755 c
HD 134987 b
Kepler-288 c
K2-406 b
Kepler-619 c
Kepler-1743 b
Kepler-957 b
Kepler-1379 b
K2-316 b
HD 72659 b
Kepler-94 b
GJ 3090 b
HD 188641 b
K2-187 e
Kepler-274 c
CoRoT-26 b
Kepler-108 c
Kepler-1676 b
TOI-1695 b
Kepler-613 b
Kepler-758 d
K2-295 b
EPIC 220674823 b
TOI-712 c
Kepler-298 b
Kepler-65 c
WASP-91 b
K2-138 e
Kepler-106 e
GJ 667 C g
Kepler-407 c
BD-13 2130 b
Kepler-791 b
Kepler-378 b
HD 63935 c
HATS-18 b
HD 13189 b
K2-155 d
pi Men d
TOI-3757 b
Kepler-1455 b
HD 39194 b
WASP-62 b
Kepler-584 b
Kepler-1797 b
WASP-12 b
K2-412 b
HD 110113 c
K2-83 c
KMT-2021-BLG-0912L b
HIP 67851 b
Kepler-473 b
Kepler-222 d
TOI-1670 c
Kepler-1235 b
Kepler-1626 b
Kepler-1963 b
HD 111998 b
Kepler-763 d
Kepler-1764 b
Kepler-1751 b
HAT-P-66 b
Kepler-431 b
K2-289 b
HD 159243 c
Kepler-1024 b
TOI-908 b
HAT-P-39 b
Kepler-1369 b
Kepler-123 b
OGLE-2018-BLG-0506L b
Kepler-32 f
K2-42 b
HD 47366 b
HD 134060 c
HD 110113 b
Kepler-235 c
Kepler-335 b
TOI-1260 b
Kepler-894 b
Kepler-1398 c
HD 63433 c
K2-341 b
Kepler-311 c
WASP-105 b
TOI-1338 c
HU Aqr AB b
KIC 5437945 b
Kepler-306 d
HD 191939 d
HD 191939 e
Kepler-885 b
KMT-2019-BLG-1216L b
TrES-3 b
Kepler-1038 c
Kepler-197 d
Kepler-307 c
HD 24064 b
Kepler-471 b
TOI-5704 b
Kepler-218 c
K2-268 e
K2-185 c
Kepler-284 c
WASP-2 b
TOI-3984 A b
Kepler-645 b
CoRoT-10 b
Kepler-518 b
HD 215497 b
Kepler-53 d
Kepler-1309 b
4 UMa b
HD 33283 b
Kepler-815 b
Kepler-674 b
Kepler-1638 b
Kepler-259 b
TOI-2076 d
Kepler-373 c
K2-290 c
Kepler-958 b
Kepler-1862 b
Kepler-191 c
HD 31527 b
K2-43 b
Kepler-1945 b
Kepler-820 b
WASP-153 b
HD 6718 b
Kepler-921 b
Kepler-1672 b
HD 219134 b
WASP-95 b
Kepler-690 b
Kepler-296 d
TOI-2136 b
Kepler-987 b
OGLE-2018-BLG-1119L b
HD 109833 c
TOI-2589 b
HD 173416 b
K2-211 b
Kepler-294 b
Kepler-311 b
Kepler-142 d
Kepler-179 b
Kepler-498 b
TYC 0434-04538-1 b
HD 222076 b
55 Cnc c
Kepler-1420 b
Kepler-1364 b
HD 181433 d
Kepler-361 b
GJ 687 c
HD 158259 e
Kepler-1310 b
UKIRT-2017-BLG-001L b
42 Dra b
Kepler-1602 b
HD 219077 b
HD 231701 b
HD 45350 b
HIP 75092 b
OGLE-2003-BLG-235L b
GJ 676 A d
Kepler-1106 b
HIP 55507 b
Kepler-1328 b
HD 126525 b
K2-198 d
Kepler-432 b
HIP 57274 b
Kepler-285 c
Kepler-1427 b
HD 3765 b
Kepler-1094 b
Kepler-758 c
K2-401 b
NGTS-25 b
Kepler-1040 b
GJ 876 e
K2-280 b
Kepler-106 d
HD 133131 B b
Kepler-218 d
Kepler-1344 b
Kepler-114 c
Kepler-497 b
OGLE-2017-BLG-1691L b
Kepler-359 c
Kepler-279 c
Kepler-1578 b
TOI-5174 b
TOI-2000 b
HD 11977 b
Kepler-1391 b
Kepler-358 b
K2-48 b
Kepler-1494 b
Kepler-899 b
K2-414 b
Kepler-1147 b
Kepler-1978 b
Kepler-1329 b
HR 5183 b
LTT 1445 A b
TOI-1062 c
Kepler-449 b
Kepler-999 b
K2-326 b
PSR B1257+12 c
Kepler-1164 b
Kepler-1339 b
HAT-P-12 b
TOI-125 c
Kepler-1877 b
Kepler-524 b
HD 192263 b
Kepler-1808 b
K2-43 c
Kepler-238 b
7 CMa b
HD 22781 b
Kepler-48 b
Kepler-59 c
HD 31527 c
HD 331093 b
TOI-470 b
K2-189 b
K2-29 b
Kepler-591 b
K2-148 c
WTS-1 b
HD 332231 b
Kepler-1548 b
K2-369 b
HR 8799 b
Kepler-337 b
K2-165 b
Kepler-1002 b
Kepler-97 b
Kepler-1913 b
Kepler-1070 b
HD 219139 b
Kepler-546 b
14 And b
Kepler-1126 c
HD 210193 b
Kepler-1592 b
Kepler-139 b
KOI-7368 b
K2-331 c
KOI-55 c
TOI-712 b
Kepler-1591 b
HD 168863 b
BD+20 2457 c
KELT-6 b
Kepler-401 d
Kepler-146 b
Kepler-164 e
HD 25171 b
Kepler-897 b
HD 204941 b
Kepler-241 c
K2-170 c
Kepler-297 c
HD 218566 b
KMT-2021-BLG-0192L b
24 Sex c
Kepler-247 b
K2-219 d
HD 199509 b
Kepler-743 b
Kepler-545 b
Kepler-1126 b
Kepler-982 b
XO-7 b
Kepler-122 e
HD 290327 b
Kepler-1514 b
HD 162020 b
HATS-54 b
EPIC 206032309 b
Kepler-1073 b
Kepler-959 b
HD 87883 b
Kepler-276 b
Kepler-1085 c
Kepler-367 b
Kepler-1508 b
Kepler-786 b
Kepler-689 b
Kepler-1360 b
HIP 71135 b
K2-9 b
Kepler-28 c
GJ 667 C e
GJ 3929 c
Kepler-1072 b
Kepler-76 b
HD 202696 b
Kepler-387 c
Kepler-84 f
KIC 10068024 b
Kepler-1388 b
HD 115404 A b
Kepler-198 b
HD 174205 b
Gaia-2 b
Kepler-283 b
HD 76920 b
WASP-84 b
Kepler-574 b
Kepler-1616 b
HD 23472 b
Kepler-304 d
Kepler-47 b
70 Vir b
Kepler-178 d
rho CrB d
Kepler-154 c
Kepler-1962 b
HD 93963 A b
HD 141004 b
WASP-72 b
K2-221 b
Kepler-1825 b
HD 24085 b
Kepler-1357 b
TOI-1444 b
Kepler-833 b
HD 205739 b
K2-264 c
Kepler-174 b
Kepler-657 b
HD 144899 b
Kepler-404 b
HATS-14 b
WASP-41 c
Kepler-49 e
HATS-26 b
Kepler-227 c
AU Mic b
WASP-44 b
WASP-87 b
Kepler-324 b
Kepler-353 b
WASP-20 b
Kepler-1359 b
K2-73 b
WASP-174 b
Kepler-87 b
Kepler-54 d
HAT-P-3 b
GJ 3138 c
Kepler-330 b
K2-138 c
TOI-2109 b
Kepler-427 b
Kepler-323 b
HAT-P-21 b
Kepler-1798 b
WASP-11 b
Kepler-188 c
WASP-177 b
Kepler-1287 b
Kepler-630 b
Kepler-292 e
K2-216 b
EPIC 249893012 b
Kepler-635 b
Kepler-950 b
Kepler-299 b
Kepler-653 b
TYC 8998-760-1 c
Kepler-893 b
HD 25912 b
BD+55 362 b
HIP 5158 b
Kepler-942 b
Kepler-1132 b
K2-266 c
EPIC 212297394 b
HD 103949 b
Kepler-444 e
K2-83 b
HD 179949 b
KELT-16 b
Kepler-1570 b
Kepler-825 c
Kepler-627 b
K2-133 c
ROXs 42 B b
Kepler-1680 b
GJ 1148 c
HD 7924 d
Kepler-1090 b
Kepler-952 b
EPIC 206215704 b
Kepler-583 b
Kepler-229 b
Kepler-169 d
Kepler-372 d
K2-169 b
TOI-892 b
Kepler-909 b
Kepler-32 b
TOI-1288 c
Kepler-1814 b
Kepler-177 b
OGLE-2012-BLG-0838L b
K2-417 b
Kepler-1758 b
HATS-75 b
HD 139357 b
Kepler-682 b
Kepler-997 b
Kepler-11 f
Kepler-534 b
Kepler-845 b
K2-351 b
OGLE-2018-BLG-0298L b
8 UMi b
Kepler-111 c
Kepler-445 d
Kepler-1174 b
BD-210397 c
Kepler-799 c
WASP-94 A b
Kepler-1531 b
Kepler-1929 b
Kepler-110 b
HATS-62 b
Kepler-1086 b
Kepler-145 b
K2-104 b
Kepler-251 c
K2-108 b
GJ 357 c
Kepler-934 b
Kepler-1490 b
Kepler-1472 b
Kepler-2000 b
Kepler-1933 b
Kepler-464 b
Kepler-1615 b
Kepler-650 b
Kepler-1124 b
Kepler-1545 b
Kepler-161 c
K2-17 b
TOI-561 b
TOI-163 b
HIP 97166 c
ups Leo b
K2-285 e
Kepler-1937 b
TOI-540 b
Kepler-306 c
KOI-984 b
HD 10975 b
Kepler-618 d
K2-111 c
HD 22946 d
Kepler-258 c
Kepler-341 d
Kepler-666 b
Kepler-191 d
Kepler-1192 b
HD 187123 b
Kepler-806 b
HD 2638 b
HD 204313 c
Kepler-694 b
EPIC 220554210 c
Kepler-487 c
Kepler-1447 b
WASP-101 b
K2-115 b
TOI-178 d
Kepler-935 b
TOI-3819 b
Kepler-207 d
Kepler-211 b
HAT-P-2 b
Kepler-1408 b
TOI-5238 b
Kepler-798 b
HD 20781 b
Kepler-1854 b
Kepler-261 c
OGLE-2018-BLG-0383L b
BD+20 274 b
Kepler-541 b
Kepler-258 b
KOI-3503 b
K2-233 b
Kepler-600 b
Kepler-220 c
HD 27442 b
Kepler-205 b
Kepler-1163 b
Kepler-993 b
Kepler-1837 b
HD 184010 c
TOI-615 b
Kepler-274 b
GJ 720 A b
WISE J033605.05-014350.4 b
Qatar-8 b
Kepler-1294 b
Kepler-1576 b
Kepler-1101 b
Kepler-238 d
HD 168009 b
HD 27969 b
OGLE-2014-BLG-1722L c
Kepler-1241 b
HD 33564 b
Kepler-1954 b
K2-80 c
Kepler-879 b
Kepler-804 b
K2-55 b
HAT-P-32 b
Kepler-343 b
Kepler-667 b
HD 158996 b
Kepler-251 e
HD 29985 b
TOI-836 b
Kepler-1197 b
Kepler-1572 b
OGLE-2019-BLG-0304L b
TOI-2145 b
Kepler-299 e
Kepler-1045 b
Kepler-58 e
Kepler-874 b
TRAPPIST-1 f
Kepler-308 c
TOI-2046 b
mu Leo b
Kepler-895 b
HATS-1 b
OGLE-2015-BLG-1649L b
TOI-206 b
HD 114386 b
TOI-4342 c
Kepler-644 b
Kepler-279 b
GJ 180 d
K2-133 b
Kepler-276 d
Kepler-157 b
Kepler-513 b
KMT-2019-BLG-1042L b
TOI-1064 b
Kepler-1693 b
Kepler-1815 b
HD 97658 b
K2-371 b
Kepler-247 d
Kepler-267 c
Kepler-1687 b
KELT-23 A b
Kepler-381 d
Kepler-23 d
Kepler-23 c
Kepler-288 b
PH2 b
Kepler-257 c
HD 137496 c
Kepler-1836 b
OGLE-2013-BLG-0341L B b
DMPP-2 b
Kepler-416 c
Kepler-1742 b
Kepler-824 b
Kepler-287 b
Kepler-1587 b
HD 206255 b
K2-368 d
HD 33142 b
Kepler-2000 c
gam Cep b
Kepler-1184 b
TOI-251 b
Kepler-1374 b
HAT-P-52 b
Kepler-1308 b
HAT-P-36 b
HD 202696 c
Kepler-1949 b
Kepler-920 c
WASP-127 b
Kepler-217 c
Kepler-57 c
Kepler-1130 b
KMT-2017-BLG-2509L b
HD 191939 f
Wolf 1069 b
Kepler-1542 c
CoRoT-20 c
Kepler-652 b
Kepler-365 b
Kepler-171 b
Kepler-1320 b
Kepler-913 c
PSR B1257+12 d
Kepler-1967 b
Kepler-168 c
Kepler-1724 b
KMT-2020-BLG-0414L c
KMT-2019-BLG-1367L b
Kepler-1523 b
Kepler-1227 b
Kepler-1298 b
HD 27894 d
Kepler-1845 b
HD 73583 c
Kepler-149 c
Kepler-1198 b
HATS-43 b
HD 23472 d
HIP 65407 c
HD 103197 b
Kepler-1073 d
HD 96992 b
Kepler-151 b
WASP-151 b
Kepler-103 c
Kepler-1876 b
Kepler-511 b
Kepler-1156 b
Kepler-339 b
Kepler-105 c
Kepler-521 b
Kepler-1834 c
HIP 57274 c
Kepler-1188 b
Kepler-1571 b
HD 34445 b
Kepler-1186 b
Kepler-368 b
Kepler-307 b
K2-120 b
KMT-2019-BLG-2974L b
Kepler-1302 b
Kepler-138 b
Kepler-1144 b
HD 5319 b
YZ Cet d
Kepler-653 c
Kepler-1505 b
CFHTWIR-Oph 98 b
Kepler-1714 b
K2-117 c
OGLE-2018-BLG-0799L b
HD 216520 b
Kepler-403 b
WASP-119 b
Kepler-1766 b
Kepler-238 f
Kepler-1464 c
WASP-61 b
Kepler-1516 b
Kepler-286 e
HAT-P-64 b
KOI-351 g
Kepler-81 b
NN Ser c
OGLE-2017-BLG-0373L b
Kepler-519 b
K2-339 b
HD 73534 b
Kepler-335 c
Kepler-272 b
WASP-29 b
Kepler-176 e
Kepler-1048 b
XO-6 b
OGLE-2012-BLG-0724L b
Kepler-1322 c
K2-138 d
HAT-P-14 b
K2-35 c
Kepler-348 c
Kepler-1091 b
Kepler-121 b
K2-389 c
GJ 486 b
OGLE-2019-BLG-1492L b
Kepler-1077 b
HD 220842 b
Kepler-36 c
Kepler-107 b
Kepler-659 b
KOI-94 c
KMT-2017-BLG-0428L b
K2-31 b
Kepler-80 e
OGLE-2018-BLG-0677L b
Kepler-981 b
Kepler-640 b
Kepler-961 b
GJ 3293 d
HD 168443 b
TOI-1246 b
HD 80883 b
Kepler-1610 b
HD 20868 b
Kepler-706 b
Kepler-1458 b
Kepler-1738 b
CoRoT-9 b
HD 148427 b
14 Her b
Kepler-614 b
HD 10180 h
17 Sco b
HD 233832 b
Kepler-1489 b
Kepler-736 b
HD 5278 b
Kepler-1486 b
GJ 3779 b
HD 86226 c
Kepler-1691 b
Kepler-357 b
Kepler-134 b
Kepler-282 b
Kepler-249 c
Kepler-1467 b
K2-34 b
WASP-164 b
Kepler-1289 b
Kepler-157 c
OGLE-2018-BLG-0977L b
K2-116 b
Kepler-257 b
Kepler-388 c
TOI-411 c
Kepler-1315 c
Kepler-1034 b
Kepler-281 b
K2-81 b
Kepler-1594 b
TOI-421 b
Kepler-1394 b
Kepler-502 b
K2-241 b
Kepler-638 b
Kepler-1161 b
HD 89345 b
USco CTIO 108 b
GJ 3473 c
BD-08 2823 b
K2-338 b
Kepler-2001 c
Kepler-306 e
Kepler-966 b
DMPP-1 e
IC 4651 9122 b
Kepler-1035 b
TOI-1468 b
TOI-1221 b
Kepler-11 g
Kepler-923 b
Kepler-186 b
OGLE-2008-BLG-092L b
Kepler-223 b
TIC 279401253 c
Kepler-164 b
HD 233604 b
K2-372 b
Kepler-956 b
HAT-P-54 b
Kepler-202 c
Kepler-1137 b
Kepler-582 b
Kepler-916 b
HD 111591 b
BD+20 594 b
HD 147513 b
GJ 9827 b
Kepler-1613 b
HIP 9618 b
MOA-2011-BLG-293L b
Kepler-1089 b
Kepler-810 b
Kepler-324 e
Kepler-598 b
Kepler-1698 b
Kepler-634 b
Kepler-126 b
Kepler-1240 b
Kepler-1266 c
K2-75 c
Kepler-1029 b
OGLE-2019-BLG-0249L b
Kepler-1881 b
Kepler-1336 c
HD 111232 b
Kepler-431 c
LTT 9779 b
Kepler-1886 b
Kepler-604 b
Kepler-103 b
HD 155358 c
Kepler-623 b
HD 154672 b
OGLE-2005-BLG-071L b
KMT-2021-BLG-2478L b
Kepler-1995 b
GJ 682 b
K2-5 c
Kepler-1752 b
Kepler-827 b
HD 220689 b
tau Cet g
HD 181433 b
KOI-351 e
Kepler-529 b
Kepler-393 c
Kepler-594 b
Kepler-391 b
Kepler-716 b
Kepler-1488 b
Kepler-61 b
Kepler-1816 b
Kepler-301 c
Kepler-1666 c
Kepler-265 e
EPIC 201754305 d
Kepler-1179 b
Kepler-114 b
Kepler-1926 b
Kepler-969 b
OGLE-2014-BLG-1760L b
Kepler-680 b
Kepler-753 b
K2-132 b
Kepler-1063 b
Kepler-896 c
Kepler-1400 b
K2-15 b
K2-130 b
Kepler-1155 b
Kepler-886 b
Kepler-1134 b
Kepler-998 b
Kepler-485 b
HIP 65 A b
Kepler-200 b
Kepler-232 c
Kepler-165 c
MOA-2011-BLG-291L b
KMT-2019-BLG-0253L b
Kepler-1820 b
HATS-12 b
GJ 357 b
HD 60532 c
Kepler-104 d
Kepler-764 b
Kepler-470 b
HD 18438 b
Kepler-1166 b
Kepler-888 b
HD 155918 c
GJ 411 b
K2-312 c
Kepler-248 c
Kepler-1103 b
KMT-2016-BLG-2142L b
TOI-2977 b
Kepler-898 b
HD 165155 b
SWEEPS-4 b
TOI-4463 A b
Kepler-1084 b
Kepler-619 b
OGLE-2016-BLG-0263L b
Kepler-1581 b
TOI-1478 b
K2-218 b
K2-385 b
Kepler-1606 b
Kepler-1051 b
Kepler-918 b
Kepler-95 b
HATS-3 b
HAT-P-9 b
TOI-1259 A b
Kepler-1157 b
K2-36 c
TOI-216.02
OGLE-2012-BLG-0026L c
Kepler-446 b
Kepler-605 c
GJ 3293 c
Kepler-1189 b
Kepler-1897 b
Kepler-838 b
KMT-2016-BLG-2364L b
TOI-2338 b
HD 192310 c
Kepler-1692 b
24 Sex b
Kepler-1011 b
KMT-2018-BLG-0247L b
OGLE-2015-BLG-0954L b
GJ 433 c
Kepler-85 b
TOI-1338 b
K2-32 b
Kepler-176 c
HD 23472 f
PSR B0329+54 b
Kepler-1421 b
Kepler-372 c
