Unnamed: 0,Number of Stars,Number of Planets,Discovery Year,Controversial Flag,Orbital Period [days],Orbital Period Upper Unc. [days],Orbital Period Lower Unc. [days],Orbital Period Limit Flag,Orbit Semi-Major Axis [au],Orbit Semi-Major Axis Upper Unc. [au],Orbit Semi-Major Axis Lower Unc. [au],Orbit Semi-Major Axis Limit Flag,Planet Radius [Earth Radius],Planet Radius Upper Unc. [Earth Radius],Planet Radius Lower Unc. [Earth Radius],Planet Radius Limit Flag,Planet Radius [Jupiter Radius],Planet Radius Upper Unc. [Jupiter Radius],Planet Radius Lower Unc. [Jupiter Radius],Planet Radius Limit Flag.1,Planet Mass or Mass*sin(i) [Earth Mass],Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.,Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.,Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag,Planet Mass or Mass*sin(i) [Jupiter Mass],Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.,Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.,Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag,Planet Mass or Mass*sin(i) Provenance,Eccentricity,Eccentricity Upper Unc.,Eccentricity Lower Unc.,Eccentricity Limit Flag,Insolation Flux [Earth Flux],Insolation Flux Upper Unc. [Earth Flux],Insolation Flux Lower Unc. [Earth Flux],Insolation Flux Limit Flag,Equilibrium Temperature [K],Equilibrium Temperature Upper Unc. [K],Equilibrium Temperature Lower Unc. [K],Equilibrium Temperature Limit Flag,Data show Transit Timing Variations,Stellar Effective Temperature [K],Stellar Effective Temperature Upper Unc. [K],Stellar Effective Temperature Lower Unc. [K],Stellar Effective Temperature Limit Flag,Stellar Radius [Solar Radius],Stellar Radius Upper Unc. [Solar Radius],Stellar Radius Lower Unc. [Solar Radius],Stellar Radius Limit Flag,Stellar Mass [Solar mass],Stellar Mass Upper Unc. [Solar mass],Stellar Mass Lower Unc. [Solar mass],Stellar Mass Limit Flag,Stellar Metallicity [dex],Stellar Metallicity Upper Unc. [dex],Stellar Metallicity Lower Unc. [dex],Stellar Metallicity Limit Flag,Stellar Metallicity Ratio,Stellar Surface Gravity [log10(cm/s**2)],Stellar Surface Gravity Upper Unc. [log10(cm/s**2)],Stellar Surface Gravity Lower Unc. [log10(cm/s**2)],Stellar Surface Gravity Limit Flag,RA [deg],Dec [deg],Distance [pc],Distance [pc] Upper Unc,Distance [pc] Lower Unc,V (Johnson) Magnitude,V (Johnson) Magnitude Upper Unc,V (Johnson) Magnitude Lower Unc,Ks (2MASS) Magnitude,Ks (2MASS) Magnitude Upper Unc,Ks (2MASS) Magnitude Lower Unc,Gaia Magnitude,Gaia Magnitude Upper Unc,Gaia Magnitude Lower Unc
3361,1,3,2014,0,4.134444,1.8e-05,-1.8e-05,0.0,0.052,0.003,-0.003,0.0,2.7,1.24,-1.24,0.0,0.241,0.111,-0.111,0.0,7.75,20.65895,-19.443815,0.0,0.0244,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,457.32,55.24,-48.47,0.0,1160.0,21.0,-21.0,0.0,0,6043.0,200.0,-200.0,0.0,1.01,0.47,-0.47,0.0,0.95,0.06,-0.05,0.0,-0.03,0.135,-0.173,0.0,1.0,4.47,0.3,-0.3,0.0,296.2860853,48.2246328,1644.61,79.32,-72.46,15.902,0.126,-0.126,14.132,0.072,-0.072,15.7042,0.000458,-0.000458
3649,1,3,2014,0,4.580358,1e-05,-1e-05,0.0,0.051,0.003,-0.003,0.0,1.4,0.1,-0.1,0.0,0.125,0.009,-0.009,0.0,17.4,15.4,-10.7,0.0,0.055,0.048,-0.034,0.0,4,0.0,0.05,-0.042,0.0,303.62,14.59,-13.84,0.0,889.0,21.0,-21.0,0.0,0,5105.0,100.0,-100.0,0.0,0.8,0.05,-0.05,0.0,0.85,0.03,-0.04,0.0,0.239,0.013,-0.013,0.0,2.0,4.56,0.15,-0.15,0.0,294.3255898,46.0022646,487.675,10.683,-10.683,13.734,0.069,-0.069,11.673,0.019,-0.019,13.6788,0.000311,-0.000311
2515,1,1,2016,0,10.67607169,6.093e-05,-6.093e-05,0.0,0.1059,0.003,-0.003,0.0,1.64,0.14,-0.1,0.0,0.146,0.012,-0.009,0.0,3.33,20.65895,-19.443815,0.0,0.0105,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,817.58,46.16,-43.37,0.0,1049.0,21.0,-21.0,0.0,0,6184.0,53.72,-58.83,0.0,1.36,0.1,-0.08,0.0,1.28,0.03,-0.03,0.0,0.35,0.054,-0.054,0.0,1.0,4.28,0.05,-0.05,0.0,297.6422563,49.594958,1530.32,38.18,-38.18,13.759,0.092,-0.092,12.112,0.024,-0.024,13.5234,0.000212,-0.000212
2629,1,1,2016,0,23.2382792,0.000222,-0.000222,0.0,0.1753,0.003,-0.003,0.0,1.68,0.69,-0.24,0.0,0.15,0.062,-0.021,0.0,3.46,20.65895,-19.443815,0.0,0.0109,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,228.22,12.29,-11.52,0.0,903.0,21.0,-21.0,0.0,0,6064.0,72.72,-86.89,0.0,1.29,0.53,-0.18,0.0,1.17,0.17,-0.07,0.0,0.14,0.152,-0.14,0.0,1.0,4.28,0.12,-0.24,0.0,288.4211892,43.179773,1475.6,36.92,-36.92,13.564,0.057,-0.057,12.471,0.018,-0.018,13.5024,0.000255,-0.000255
2789,1,1,2016,0,448.303558,0.004164,-0.004164,0.0,0.6762,0.003,-0.003,0.0,2.47,0.84,-0.35,0.0,0.22,0.075,-0.031,0.0,6.66,20.65895,-19.443815,0.0,0.021,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,6.06,0.15,-0.15,0.0,369.0,21.0,-21.0,0.0,0,6137.0,159.61,-176.47,0.0,1.19,0.4,-0.17,0.0,1.12,0.14,-0.1,0.0,0.0,0.131,-0.194,0.0,1.0,4.33,0.11,-0.2,0.0,294.4948769,43.9135575,716.76,6.705,-6.585,13.22,0.126,-0.126,11.66,0.018,-0.018,13.066,0.000366,-0.000366
3827,1,2,2014,0,7.054346,7e-05,-7e-05,0.0,0.061,0.003,-0.003,0.0,1.03,0.08,-0.08,0.0,0.092,0.007,-0.007,0.0,1.08,20.65895,-19.443815,0.0,0.0034,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,17.8,1.6,-2.1,0.0,576.0,55.0,-36.0,0.0,0,4262.0,100.0,-100.0,0.0,0.56,0.02,-0.02,0.0,0.62,0.02,-0.02,0.0,-0.02,0.09,-0.09,0.0,1.0,4.73,0.15,-0.15,0.0,293.5111889,45.1366252,421.382,8.0905,-8.0905,16.5919,0.046,-0.046,12.948,0.03,-0.03,15.9585,0.000809,-0.000809
5195,1,2,2020,0,8.24661,5e-05,-4e-05,0.0,0.0652,0.0015,-0.0015,0.0,1.85,0.13,-0.13,0.0,0.165,0.012,-0.012,0.0,4.0,0.9,-0.9,0.0,0.01259,0.00283,-0.00283,0.0,4,0.06,0.03,-0.02,0.0,11.5,0.6,-0.6,0.0,514.0,17.0,-17.0,0.0,0,3709.0,70.0,-70.0,0.0,0.54,0.02,-0.02,0.0,0.54,0.03,-0.03,0.0,-0.2,0.12,-0.12,0.0,1.0,4.73,0.03,-0.03,0.0,178.577997,-37.5533568,27.1701,0.03205,-0.03205,11.536,0.041,-0.041,7.615,0.02,-0.02,10.7409,0.000478,-0.000478
2518,1,2,2014,0,27.082511,0.000169,-0.000169,0.0,0.181,0.003,-0.003,0.0,3.37,0.84,-0.84,0.0,0.301,0.075,-0.075,0.0,11.3,20.65895,-19.443815,0.0,0.0355,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,58.7,2.17,-2.09,0.0,703.0,21.0,-21.0,0.0,0,5848.0,168.0,-168.0,0.0,1.36,0.32,-0.32,0.0,1.06,0.06,-0.05,0.0,-0.073,0.07,-0.07,0.0,2.0,4.2,0.17,-0.17,0.0,298.0676519,49.412541,809.467,11.2115,-11.2115,13.882,0.08,-0.08,12.223,0.025,-0.025,13.7057,0.000236,-0.000236
3523,1,2,2014,0,12.699149,7.1e-05,-7.1e-05,0.0,0.104,0.003,-0.003,0.0,2.24,0.98,-0.98,0.0,0.2,0.087,-0.087,0.0,5.65,20.65895,-19.443815,0.0,0.0178,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,38.37,4.02,-3.64,0.0,686.0,21.0,-21.0,0.0,0,5615.0,200.0,-200.0,0.0,0.81,0.36,-0.36,0.0,0.92,0.04,-0.04,0.0,0.14,0.15,-0.15,0.0,1.0,4.58,0.3,-0.3,0.0,293.1465698,47.7297053,1031.95,33.35,-31.36,15.944,0.252,-0.252,14.079,0.085,-0.085,15.8126,0.000491,-0.000491
1102,1,2,2021,0,16000.0,11000.0,-3500.0,0.0,13.2,5.3,-2.0,0.0,12.3,0.28,-0.22,0.0,1.09,0.025,-0.02,0.0,4767.4261,889.91954,-476.74261,0.0,15.0,2.8,-1.5,0.0,3,0.45,0.13,-0.081,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,5883.41,103.85,-103.85,0.0,1.26,0.03,-0.03,0.0,1.17,0.05,-0.05,0.0,0.305,0.057,-0.057,0.0,1.0,4.31,0.03,-0.03,0.0,124.5935429,61.4608518,60.8447,0.1918,-0.1906,8.2,0.03,-0.03,6.743,0.024,-0.024,8.04611,0.000385,-0.000385
2851,1,1,2020,0,9.75376,0.0001,-0.0001,0.0,0.0892,0.003,-0.003,0.0,2.069,0.28,-0.22,0.0,0.185,0.025,-0.02,0.0,4.93,20.65895,-19.443815,0.0,0.0155,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,103.3,77.65,-27.81,0.0,813.0,21.0,-21.0,0.0,0,5501.0,122.0,-122.0,0.0,0.87,0.06,-0.05,0.0,0.96,0.05,-0.05,0.0,-0.04,0.24,-0.28,0.0,1.0,4.54,0.06,-0.08,0.0,293.9005786,50.4270507,909.28,34.628,-32.219,15.327,0.046,-0.046,13.528,0.045,-0.045,15.1144,0.000448,-0.000448
411,1,1,2018,0,4.175186,3.3e-05,-3.3e-05,0.0,0.0523,0.0006,-0.0006,0.0,12.92,0.38,-0.38,0.0,1.153,0.034,-0.034,0.0,1022.14128,19.70546,-19.70546,0.0,3.216,0.062,-0.062,0.0,4,0.105,0.028,-0.028,0.0,561.0,51.0,-51.0,0.0,1203.0,25.0,-24.0,0.0,0,5950.0,83.0,-83.0,0.0,1.1,0.03,-0.03,0.0,1.1,0.04,-0.04,0.0,0.15,0.06,-0.06,0.0,1.0,4.4,0.03,-0.03,0.0,291.4787013,-23.2028183,856.436,21.874,-20.829,14.364,0.149,-0.149,12.809,0.026,-0.026,14.233,0.000411,-0.000411
4397,1,4,2012,0,27.4029,0.0008,-0.0006,0.0,0.187,0.002,-0.003,0.0,3.72,0.08,-0.08,0.0,0.332,0.007,-0.007,0.0,5.9,1.9,-2.3,0.0,0.019,0.006,-0.0072,0.0,4,0.03,0.027,-0.021,0.0,79.77,3.65,-3.48,0.0,734.0,21.0,-21.0,0.0,1,6174.0,83.0,-117.0,0.0,1.3,0.03,-0.03,0.0,1.17,0.04,-0.04,0.0,-0.073,0.062,-0.009,0.0,2.0,4.27,0.01,-0.01,0.0,300.5171067,44.3815508,1020.72,17.075,-17.075,14.036,0.126,-0.126,12.606,0.031,-0.031,13.8825,0.000218,-0.000218
4370,1,1,2013,0,3.57878087,2.3e-07,-2.3e-07,0.0,0.04501,0.00063,-0.00063,0.0,10.761,0.179,-0.179,0.0,0.96,0.016,-0.016,0.0,136.661,10.17,-10.17,0.0,0.43,0.032,-0.032,0.0,4,0.0,0.05,-0.042,0.0,432.87,12.05,-11.72,0.0,1440.0,100.0,-120.0,0.0,0,5520.0,60.0,-60.0,0.0,0.99,0.02,-0.02,0.0,0.95,0.04,-0.04,0.0,0.2,0.05,-0.05,0.0,2.0,4.42,0.01,-0.01,0.0,289.6079433,44.3454347,639.411,7.055,-7.055,14.152,0.08,-0.08,12.361,0.018,-0.018,13.9172,0.000203,-0.000203
156,1,1,2019,0,34.885,0.011,-0.01,0.0,0.103,0.003,-0.003,0.0,1.6,0.13,-0.16,0.0,0.143,0.012,-0.014,0.0,3.19,20.65895,-19.443815,0.0,0.01,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,4982.79,43.77,-40.79,0.0,0.76,0.01,-0.01,0.0,0.91,0.04,-0.16,0.0,0.02,0.1,-0.1,0.0,1.0,4.61,0.1,-0.07,0.0,202.488752,-12.7347749,283.29,2.043,-2.015,13.672,0.092,-0.092,11.366,0.023,-0.023,13.3118,0.00025,-0.00025
3603,1,3,2011,0,20.8613,0.0002,-0.0002,0.0,0.16,0.003,-0.003,0.0,5.5,1.1,-1.1,0.0,0.491,0.098,-0.098,0.0,25.9,20.65895,-19.443815,0.0,0.0816,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,91.47,8.63,-7.77,0.0,781.0,21.0,-21.0,0.0,1,6340.0,200.0,-200.0,0.0,1.22,0.24,-0.24,0.0,1.21,0.17,-0.17,0.0,-0.076,0.4,-0.4,0.0,1.0,4.7,0.3,-0.3,0.0,294.0230229,45.8530535,1664.64,64.34,-64.34,15.496,0.115,-0.115,13.871,0.05,-0.05,15.224,0.000342,-0.000342
194,1,1,2014,0,5.2354,0.0027,-0.0065,0.0,0.053,0.004,-0.007,0.0,3.17,0.28,-0.22,0.0,0.283,0.025,-0.02,0.0,10.2,7.2,-5.9,0.0,0.03209,0.02265,-0.01856,0.0,3,0.06,0.2,-0.06,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,4347.0,88.0,-88.0,0.0,0.66,0.03,-0.05,0.0,0.69,0.05,-0.05,0.0,0.02,0.1,-0.1,0.0,1.0,4.61,0.1,-0.11,0.0,61.6454173,-20.8564724,25.8557,0.0393,-0.0391,9.7,0.03,-0.03,6.702,0.017,-0.017,9.20154,0.000314,-0.000314
615,1,4,2014,0,94.44,0.05,-0.05,0.0,0.415,0.011,-0.011,0.0,14.3,0.28,-0.22,0.0,1.28,0.025,-0.02,0.0,143.34133,9.5349,-9.5349,0.0,0.451,0.03,-0.03,0.0,3,0.04,0.02,-0.02,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,5600.0,40.0,-40.0,0.0,1.39,0.03,-0.03,0.0,1.07,0.08,-0.08,0.0,0.35,0.03,-0.03,0.0,1.0,4.28,0.05,-0.05,0.0,236.7235392,46.986288,37.0169,0.033,-0.0329,7.20856,0.023,-0.023,5.499,0.018,-0.018,7.00926,0.000186,-0.000186
643,1,2,2018,0,328.55,0.41,-0.41,0.0,0.993,0.066,-0.066,0.0,13.7,0.28,-0.22,0.0,1.22,0.025,-0.02,0.0,390.9309,79.4575,-79.4575,0.0,1.23,0.25,-0.25,0.0,3,0.587,0.026,-0.026,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,6032.0,88.0,-88.0,0.0,1.34,0.1,-0.1,0.0,1.21,0.24,-0.24,0.0,0.24,0.1,-0.1,0.0,1.0,4.16,0.08,-0.07,0.0,246.4351678,11.9190729,77.1971,0.3014,-0.2992,8.23,0.03,-0.03,6.906,0.021,-0.021,8.0907,0.000364,-0.000364
3691,1,2,2014,0,14.844387,0.000473,-0.000473,0.0,0.134,0.003,-0.003,0.0,2.53,0.6,-0.6,0.0,0.226,0.054,-0.054,0.0,6.94,20.65895,-19.443815,0.0,0.0218,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,274.32,14.08,-13.23,0.0,1092.0,21.0,-21.0,0.0,0,6620.0,376.0,-376.0,0.0,1.85,0.42,-0.42,0.0,1.65,0.1,-0.08,0.0,0.06,0.098,-0.096,0.0,1.0,4.06,0.15,-0.15,0.0,295.933471,40.3005515,808.762,19.911,-18.993,12.329,0.057,-0.057,11.583,0.014,-0.014,12.3031,0.000212,-0.000212
4596,1,2,2016,0,67.668827,0.0005833,-0.0005833,0.0,0.3214,0.003,-0.003,0.0,3.72,1.29,-0.48,0.0,0.332,0.115,-0.043,0.0,13.4,20.65895,-19.443815,0.0,0.042,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,20.63,1.9,-1.71,0.0,495.0,21.0,-21.0,0.0,0,6095.0,81.71,-127.3,0.0,1.22,0.42,-0.15,0.0,1.15,0.12,-0.08,0.0,0.08,0.143,-0.145,0.0,1.0,4.32,0.1,-0.22,0.0,294.1688142,46.7146161,1571.46,61.055,-61.055,15.405,0.092,-0.092,13.681,0.044,-0.044,15.1944,0.000329,-0.000329
1068,1,1,2016,0,139.35,0.21,-0.22,0.0,0.53,0.02,-0.02,0.0,12.8,0.28,-0.22,0.0,1.14,0.025,-0.02,0.0,1837.0574,168.4499,-168.4499,0.0,5.78,0.53,-0.53,0.0,3,0.076,0.07,-0.023,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,4830.0,45.0,-45.0,0.0,9.09,1.5,-1.5,0.0,1.01,0.1,-0.1,0.0,-0.5,0.18,-0.18,0.0,1.0,2.53,0.14,-0.14,0.0,14.486946,34.9853306,219.216,3.483,-3.378,7.604,0.002,-0.002,5.221,0.02,-0.02,7.30769,0.00033,-0.00033
2977,1,1,2021,0,35.01190186,0.0001,-0.0001,0.0,0.2124,0.003,-0.003,0.0,2.612,0.28,-0.22,0.0,0.233,0.025,-0.02,0.0,7.33,20.65895,-19.443815,0.0,0.023,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,31.35,12.92,-8.2,0.0,603.0,21.0,-21.0,0.0,0,5872.0,70.0,-79.0,0.0,1.15,0.18,-0.14,0.0,1.04,0.08,-0.06,0.0,0.1,0.15,-0.15,0.0,1.0,4.33,0.1,-0.12,0.0,291.5344017,47.0424958,690.336,6.7705,-6.7705,13.68,0.092,-0.092,12.259,0.02,-0.02,13.5571,0.000245,-0.000245
5499,2,3,1999,0,1276.46,0.57,-0.57,0.0,2.51329,0.00075,-0.00075,0.0,12.5,0.28,-0.22,0.0,1.11,0.025,-0.02,0.0,3257.74117,222.47988,-1048.83374,0.0,10.25,0.7,-3.3,0.0,4,0.2987,0.0072,-0.0072,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,6156.77,112.16,-112.16,0.0,1.56,0.06,-0.05,0.0,1.3,0.05,-0.05,0.0,0.101,0.01,-0.01,0.0,2.0,4.13,0.02,-0.02,0.0,24.1983534,41.4038147,13.4054,0.0635,-0.0629,4.09565,0.023,-0.023,2.859,0.274,-0.274,3.98687,0.0089371,-0.0089371
3971,1,1,2016,0,12.49341307,1.36e-05,-1.36e-05,0.0,0.0994,0.003,-0.003,0.0,2.12,0.09,-0.07,0.0,0.189,0.008,-0.006,0.0,5.14,20.65895,-19.443815,0.0,0.0162,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,37.75,0.83,-0.81,0.0,649.0,21.0,-21.0,0.0,0,5247.0,73.63,-57.4,0.0,0.81,0.03,-0.02,0.0,0.86,0.03,-0.04,0.0,-0.02,0.102,-0.107,0.0,1.0,4.56,0.02,-0.03,0.0,291.0218899,37.7698734,344.901,1.966,-1.966,13.724,0.092,-0.092,11.716,0.02,-0.02,13.544,0.000232,-0.000232
4399,1,4,2014,0,81.0659,0.0013,-0.0011,0.0,0.386,0.005,-0.005,0.0,3.49,0.14,-0.14,0.0,0.311,0.012,-0.012,0.0,4.1,1.2,-1.1,0.0,0.013,0.0038,-0.0035,0.0,4,0.012,0.044,-0.005,0.0,18.78,0.86,-0.82,0.0,511.0,21.0,-21.0,0.0,1,6174.0,83.0,-117.0,0.0,1.3,0.03,-0.03,0.0,1.17,0.04,-0.04,0.0,-0.073,0.062,-0.009,0.0,2.0,4.27,0.01,-0.01,0.0,300.5171067,44.3815508,1020.72,17.075,-17.075,14.036,0.126,-0.126,12.606,0.031,-0.031,13.8825,0.000218,-0.000218
4662,1,1,2016,0,7.96431535,9.62e-06,-9.62e-06,0.0,0.0734,0.003,-0.003,0.0,2.21,0.14,-0.13,0.0,0.197,0.012,-0.012,0.0,5.52,20.65895,-19.443815,0.0,0.0174,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,74.35,1.89,-1.84,0.0,805.0,21.0,-21.0,0.0,0,5074.0,52.66,-53.62,0.0,0.78,0.04,-0.04,0.0,0.82,0.04,-0.04,0.0,0.01,0.149,-0.175,0.0,1.0,4.58,0.03,-0.05,0.0,281.5827983,47.2334674,491.978,4.72,-4.632,14.717,0.092,-0.092,12.415,0.018,-0.018,14.4083,0.000306,-0.000306
1945,1,1,2016,0,5.50860439,1.151e-05,-1.151e-05,0.0,0.0585,0.003,-0.003,0.0,1.29,0.08,-0.06,0.0,0.115,0.007,-0.005,0.0,2.21,20.65895,-19.443815,0.0,0.00696,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,191.81,3.57,-3.53,0.0,934.0,21.0,-21.0,0.0,0,5556.0,77.89,-67.52,0.0,0.91,0.05,-0.04,0.0,0.95,0.03,-0.04,0.0,0.05,0.109,-0.102,0.0,1.0,4.5,0.03,-0.05,0.0,289.2962253,46.4579889,411.077,2.349,-2.322,13.486,0.114,-0.114,11.664,0.016,-0.016,13.3154,0.000289,-0.000289
330,2,1,2010,0,3.21222,9e-06,-9e-06,0.0,0.0414,0.0005,-0.0005,0.0,12.89,2.13,-2.13,0.0,1.15,0.19,-0.19,0.0,785.0401,101.7056,-101.7056,0.0,2.47,0.32,-0.32,0.0,4,0.02,0.01,-0.01,0.0,325.57,6.43,-5.6,0.0,1463.0,19.0,-19.0,0.0,0,5302.0,80.0,-80.0,0.0,1.11,0.05,-0.05,0.0,1.13,0.22,-0.22,0.0,0.24,0.1,-0.1,0.0,1.0,4.36,0.04,-0.04,0.0,155.6814593,50.1287115,81.7647,0.2505,-0.2489,9.763,0.004,-0.004,7.837,0.021,-0.021,9.51936,0.000234,-0.000234
3830,1,2,2013,0,88.505,0.0001,-0.0001,0.0,0.378,0.003,-0.003,0.0,5.3,1.95,-0.99,0.0,0.473,0.174,-0.088,0.0,17.9,2.8,-1.3,0.0,0.056,0.009,-0.004,0.0,4,0.0,0.05,-0.042,0.0,5.24,0.12,-0.12,0.0,390.0,21.0,-21.0,0.0,1,5565.0,62.0,-62.0,0.0,1.06,0.39,-0.2,0.0,0.85,0.13,-0.06,0.0,0.156,0.014,-0.014,0.0,2.0,4.32,0.18,-0.23,0.0,296.1328135,48.9773095,223.757,1.812,-1.783,12.259,0.028,-0.028,10.285,0.017,-0.017,11.8286,0.000863,-0.000863
3187,1,1,2021,0,1.41975999,0.0001,-0.0001,0.0,0.0245,0.003,-0.003,0.0,0.913,0.28,-0.22,0.0,0.081,0.025,-0.02,0.0,0.702,20.65895,-19.443815,0.0,0.00221,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,1968.38,836.24,-503.0,0.0,1700.0,21.0,-21.0,0.0,0,5925.0,107.0,-119.0,0.0,1.04,0.16,-0.11,0.0,0.97,0.07,-0.07,0.0,-0.14,0.15,-0.15,0.0,1.0,4.39,0.08,-0.12,0.0,290.9193265,37.2871677,428.514,4.34,-4.255,12.874,0.057,-0.057,11.436,0.018,-0.018,12.7503,0.000234,-0.000234
2644,1,1,2016,0,1.84788917,2.72e-06,-2.72e-06,0.0,0.0288,0.003,-0.003,0.0,1.73,0.23,-0.14,0.0,0.154,0.021,-0.012,0.0,3.64,20.65895,-19.443815,0.0,0.0115,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,1513.46,53.97,-52.16,0.0,1374.0,21.0,-21.0,0.0,0,5706.0,131.97,-100.71,0.0,0.93,0.12,-0.07,0.0,0.96,0.06,-0.06,0.0,-0.07,0.157,-0.175,0.0,1.0,4.49,0.05,-0.11,0.0,289.8432347,52.0702094,814.125,11.01,-11.01,14.357,0.103,-0.103,12.621,0.024,-0.024,14.1963,0.000243,-0.000243
622,2,3,2012,0,10159.64279,380.8401,-321.75084,0.0,9.811,0.515,-0.52,0.0,12.4,0.28,-0.22,0.0,1.11,0.025,-0.02,0.0,3464.64746,406.1847,-297.80522,0.0,10.901,1.278,-0.937,0.0,4,0.277,0.026,-0.027,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,6245.0,48.0,-48.0,0.0,1.47,0.04,-0.04,0.0,1.21,0.17,-0.17,0.0,0.09,0.05,-0.05,0.0,1.0,4.62,0.07,-0.07,0.0,1.5836771,-49.0753625,26.1853,0.0449,-0.0446,5.7,0.03,-0.03,4.474,0.024,-0.024,5.58442,0.0011348,-0.0011348
5439,1,3,2015,0,17.8719,0.0059,-0.0059,0.0,0.089,0.0029,-0.0031,0.0,1.66,0.28,-0.22,0.0,0.148,0.025,-0.02,0.0,3.41,0.43,-0.41,0.0,0.01073,0.00135,-0.00129,0.0,3,0.11,0.1,-0.07,0.0,1.3,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,3342.0,49.0,-49.0,0.0,0.31,0.03,-0.03,0.0,0.29,0.05,-0.05,0.0,-0.09,0.09,-0.09,0.0,1.0,4.9,0.0,0.0,0.0,247.5748276,-12.6676866,4.30592,0.00118,-0.00118,10.1,0.1,-0.1,5.075,0.024,-0.024,8.79444,0.000741,-0.000741
1670,1,1,2022,0,28.735327,0.000992,-0.000994,0.0,0.103,0.003,-0.003,0.0,7.322,0.268,-0.264,0.0,0.653,0.024,-0.024,0.0,42.2,20.65895,-19.443815,0.0,0.133,0.066,-0.06055,0.0,1,0.0,0.05,-0.042,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,3572.0,138.0,-138.0,0.0,0.59,0.02,-0.02,0.0,0.57,0.05,-0.05,0.0,0.126,0.235,-0.235,0.0,1.0,4.66,0.05,-0.05,0.0,19.4418282,11.3684915,266.318,3.722,-3.722,16.147,0.297,-0.297,12.286,0.024,-0.024,15.4948,0.0006,-0.0006
3290,1,3,2014,0,11.32972,8e-05,-8e-05,0.0,0.1,0.003,-0.003,0.0,1.44,0.28,-0.28,0.0,0.128,0.025,-0.025,0.0,33.9,183.4,-33.2,0.0,0.107,0.577,-0.104,0.0,4,0.0,0.05,-0.042,0.0,121.82,4.54,-4.36,0.0,855.0,21.0,-21.0,0.0,0,5821.0,100.0,-100.0,0.0,1.11,0.21,-0.21,0.0,1.0,0.05,-0.04,0.0,0.048,0.058,-0.058,0.0,2.0,4.36,0.15,-0.15,0.0,297.089959,41.3880686,703.302,9.51,-9.51,14.14,0.137,-0.137,12.445,0.026,-0.026,13.9421,0.000254,-0.000254
483,1,1,2014,0,1032.3,8.9,-8.9,0.0,2.01,0.12,-0.12,0.0,13.6,0.28,-0.22,0.0,1.21,0.025,-0.02,0.0,472.61321,24.15508,-24.15508,0.0,1.487,0.076,-0.076,0.0,3,0.132,0.044,-0.044,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,4912.0,88.0,-88.0,0.0,1.97,0.06,-0.05,0.0,1.01,0.05,-0.05,0.0,0.11,0.03,-0.03,0.0,1.0,3.19,0.06,-0.08,0.0,25.471524,2.7044193,135.374,1.3395,-1.3395,7.828,0.002,-0.002,5.59,0.016,-0.016,7.57742,0.000373,-0.000373
